utterance_id,room_x,room_y,room_z,micL_x,micL_y,mic3_x,mic3_y,mic4_x,mic4_y,micR_x,micR_y,mic5_x,mic5_y,mic6_x,mic6_y,mic_z,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,T60
01to030v_0.76421_20ga010m_-0.76421.wav,7.08138224685824,5.324865769546665,3.711832247525353,3.565074153174036,2.4515139417088188,3.4940450896212716,2.4274334074369763,3.4376762034287722,2.476906113744769,3.4523363807890366,2.550459354324404,3.5233654443418017,2.574539888596246,3.5797343305343015,2.5250671822884536,1.3499757856423398,5.984297634986466,0.48530322464059095,1.182239970572202,3.0095752132725484,2.250623194573994,2.122290389560187,0.33133931533263233
40ec020o_1.3218_20ca010n_-1.3218.wav,8.177853552211749,7.1952951564380125,3.974844616369338,3.9281000025965334,3.6008684113346185,3.880849845147196,3.6654239891030262,3.9131315367259503,3.7386216146711697,3.992663385754041,3.7472636624709055,4.039913543203378,3.682708084702498,4.007631851624623,3.609510459134355,0.9494777479040792,1.3164143654277871,5.0837408110267335,3.04158131058062,6.507287353519388,7.088621216583135,1.5455658251909985,0.6145517849244361
20lo010m_0.13154_01mc020p_-0.13154.wav,7.435013417644763,6.234967506766787,3.9521116629783286,3.5333257003351437,3.1347895817676807,3.5998887145028613,3.1002299934468063,3.603240740156509,3.025304938064662,3.5400297516424413,2.9849394710033934,3.473466737474725,3.0194990593242683,3.4701147118210764,3.094424114706412,1.7707346191948452,4.146838193282126,0.19744827203644374,0.270806514161017,3.5941031850189105,2.355980278766845,1.3338697535838329,0.5336417100654504
02bc0206_1.1297_01ta0107_-1.1297.wav,8.564004806557486,5.739851018741732,3.7265140577052978,4.330480833613576,3.044903592601055,4.342146997768275,2.970816477568037,4.283818756133932,2.9236697255288395,4.213824350344888,2.95061008852266,4.202158186190189,3.0246972035556774,4.260486427824533,3.071843955594875,0.9397356687937336,3.1522383896102184,4.763240628210928,0.6371039547169057,2.298425482029004,3.7822685898267494,1.4331700793522386,0.9469190160456221
01ea010c_0.67547_20la010h_-0.67547.wav,6.6178824691368625,5.667027265940421,3.0737281674293246,3.1976996830933606,2.8501486886569194,3.1756679258687126,2.9218397039488946,3.2267382877223385,2.9767652730414382,3.2998404068006115,2.9599998268420067,3.321872164025259,2.8883088115500315,3.2708018021716336,2.8333832424574883,1.6830773974466318,1.4224606525372816,3.8413805866287287,2.4351401094411242,2.073103319744297,0.7491642666027275,0.5855924459748689,0.6910782934622124
20ba010t_0.66115_025o0304_-0.66115.wav,7.3466918245240995,5.2611026208309335,3.414836818915957,3.689481854354201,2.5987561000624537,3.7058429657680785,2.6719497748800403,3.777411103263385,2.694377474170268,3.8326181293448136,2.6436114986429087,3.816257017930936,2.5704178238253217,3.744688880435629,2.5479901245350947,1.2672679591484035,2.8345303026614435,0.07542137953785241,2.761242298277291,5.237242253492819,0.18776270550262267,0.5487344994393644,0.3937997144561073
40oo030x_1.0228_016a010p_-1.0228.wav,8.696632657312133,5.2256808433926025,3.9068020571527167,4.449593901000373,2.3477473883165203,4.419337447450139,2.4271800454454517,4.4729999196387755,2.4930992314128453,4.556918845377647,2.4795857602513065,4.587175298927882,2.4001531031223746,4.533512826739245,2.334233917154981,1.7783015231256976,3.723589365519166,2.8844896340435597,1.4444476602142657,5.656542711989539,0.20103911263021745,0.4737193340190248,0.23443117502158284
408c021e_1.5868_406a010d_-1.5868.wav,8.95357281976461,9.626796452952924,3.9906549811257617,4.361474829967225,4.93212276765152,4.290840154258731,4.957336704027178,4.277358725835209,5.031115095766639,4.334511973120181,5.079679551130441,4.405146648828675,5.054465614754783,4.4186280772521975,4.980687223015321,0.9198594986415676,5.4737050398068785,7.792293099746604,3.71541918642006,4.294674568091181,0.48498764181911297,1.5417581832637959,0.4710358413872238
40fc0201_1.9564_017o030p_-1.9564.wav,9.63804655936308,9.382119256410665,3.8679423701080284,4.709580583435555,4.734807273945512,4.6363914716465935,4.718425762551784,4.585610110732762,4.7736186369445806,4.6080178616078875,4.845193022731103,4.6812069733968515,4.861574534124832,4.731988334310683,4.806381659732035,1.2965839156422545,7.097321305664168,2.5175093004178657,2.1971602313101872,6.175682500477221,4.198150046063523,2.22324027383239,0.452622228775639
01go0313_0.87834_40lc020q_-0.87834.wav,5.140277854115552,6.765475209883888,3.032291559229542,2.4638455715552663,3.2228524858144083,2.3952190044551256,3.2531079694173832,2.3871077383090147,3.3276680617021093,2.447623039263044,3.3719726703838613,2.516249606363185,3.341717186780887,2.524360872509296,3.2671570944961603,1.7866235325625173,0.07859308320110815,1.6587718274581496,0.5197565574574582,3.846611321550367,1.050827710829198,0.2920123336426126,0.28785462283397195
20qc010k_2.3831_20ic010b_-2.3831.wav,9.807686010567911,5.61738713905967,3.396322124997006,4.845280848490939,2.9764887213677755,4.8969125556840005,3.0308869457168286,4.969838653487576,3.0133716878214036,4.99113304409809,2.9414582055769265,4.939501336905028,2.887059981227873,4.8665752391014525,2.9045752391232984,0.9645019140008816,2.491553516315957,1.3294130794885874,3.351722107126179,2.8160011725066454,5.001437979642596,3.264145318097598,0.48731430321289704
407a010o_0.11303_401a010j_-0.11303.wav,8.800735485797976,7.609703036860411,3.3675193898271614,4.4244062485495785,3.6476276563547625,4.359032412440092,3.6937390600671836,4.3662791414044655,3.7734101647370513,4.438899706478325,3.806969865694496,4.5042735425878115,3.760858461982074,4.497026813623439,3.681187357312208,1.745933132356924,5.316927860858523,6.7778794149672486,0.1692919560196825,1.2326642885246768,2.105349642914875,3.3239742328810267,0.5117127668542838
20na0103_1.8044_01sa0102_-1.8044.wav,9.062179416803717,8.844122422475824,3.3816703243776973,4.320604139390869,4.163264045248152,4.281948749708444,4.227535040638761,4.318281369602011,4.293147087792234,4.3932693791780055,4.294488139555096,4.431924768860432,4.230217144164486,4.3955921489668635,4.164605097011013,1.4569199430749329,0.758836951025006,1.8118536685943685,2.592886705955678,1.9131852781262166,4.901563798404451,0.4649334951595344,0.8148208601653086
406a0110_0.10508_40po030t_-0.10508.wav,9.733759545894069,8.305816475340055,3.726410324781817,4.690748359939797,3.995563530829703,4.7273444647764284,4.0610289805783015,4.802337259747203,4.062068548984518,4.840733949881347,3.9976426676421375,4.804137845044715,3.9321772178935404,4.7291450500739405,3.9311376494873222,0.940629664281679,9.711991753730427,3.219493183949328,1.5997221589061366,1.283477435333259,1.733032654003582,3.4793568671681046,0.4194697228470549
40fo030a_1.9655_40ka0114_-1.9655.wav,8.728653217484812,9.040160331067188,3.4080948314379973,4.271024185674047,4.6373205503530475,4.224614366301447,4.702482875862522,4.25784168587602,4.775256121178976,4.337478824823194,4.782867040985961,4.383888644195795,4.717704715476487,4.350661324621221,4.644931470160032,1.1681590997949916,7.265260677684083,0.9359381373035413,0.33753783322010056,2.663270535931824,1.7332570274331724,1.195012943001953,0.8435841011963242
013o0310_1.4554_20qc010e_-1.4554.wav,6.60760894253396,6.275512187527924,3.5687931315762222,3.319133078851722,3.238681592429601,3.390166250877293,3.2146131801017046,3.4048389803853616,3.1410624424522218,3.348478537867859,3.0915801171306354,3.277445365842288,3.115648529458532,3.2627726363342195,3.1891992671080147,0.926126215722612,0.24301039740538535,4.614288842987827,3.4616689118554635,2.3411790342395102,2.8636575931190484,2.5972508128304903,0.5067132367791309
016o030s_1.2538_01io0310_-1.2538.wav,8.97823459220161,6.2026012516112266,3.5772885661401164,4.514891477627626,2.9157571861390625,4.454390674669217,2.8714327815588803,4.3857542128159555,2.9016658115801284,4.377618553921102,2.9762232461815588,4.438119356879511,3.0205476507617415,4.506755818732774,2.990314620740493,0.9466286192218094,5.095505582861003,5.830176908125498,1.2632243871908864,2.030007227129195,0.17927868418304613,1.9467109071647897,0.4137752503349125
40gc020m_0.50294_20ua010z_-0.50294.wav,5.4778096220988886,9.551445263454347,3.1062053737687494,2.8581961712873323,4.8030442700369615,2.9188640023769086,4.7589487569898665,2.9110100834300043,4.6843611175502415,2.842488333393522,4.653868991157712,2.7818205023039453,4.697964504204808,2.7896744212508504,4.7725521436444325,1.4682016580224846,3.337849265836723,3.206408845110907,1.8738427807056948,5.2370297579047556,6.601458029854815,1.959354472412107,0.3133271785520369
40cc0205_1.9427_01ga0107_-1.9427.wav,7.673731481708366,5.102331866521396,3.6775142985817584,3.925380353257329,2.3986264292939925,3.849023915037201,2.422494699912866,3.8315162246274825,2.5005554504634304,3.8903649724378933,2.5547479303951217,3.9667214106580206,2.5308796597762484,3.9842291010677386,2.4528189092256842,1.6006706913238298,0.05315271127919634,3.7993028296984592,1.9407766851860315,2.5836551758840525,1.4918578184139855,2.2860069909384926,0.4352252367867166
406o0310_2.1274_209o010o_-2.1274.wav,8.192421193995035,5.3652567674701395,3.4121892434506864,4.016585247069167,2.881725403818369,4.040470951700588,2.8001504498541734,3.981767821570759,2.738677345873974,3.899178986809509,2.75877919585797,3.8752932821780877,2.8403541498221654,3.9339964123079167,2.9018272538023653,1.2234670304095512,1.4671305241495172,5.0060968632700344,0.9029861637872452,3.148507273953321,5.1426887033783055,2.449905925759252,0.4026623421262846
40eo030g_0.54807_017c0210_-0.54807.wav,5.013696153322119,5.524138538158517,3.118060582114434,2.5928279546915385,2.905154014688815,2.5446212227494254,2.847698719062901,2.470760111184382,2.860719325745241,2.4451057315614517,2.9311952280534954,2.4933124635035657,2.9886505236794085,2.5671735750686087,2.975629916997069,1.267909356429822,0.8268698675546592,1.8745730437824448,2.663280016294395,3.214062035590405,0.6419872696652599,1.6422779807340144,0.2594988713945544
024c0202_0.077249_022a010v_-0.077249.wav,7.790315118410143,5.527913304714804,3.074325940342738,4.075866832417642,2.93326547430007,4.1153792326672765,2.869517766682362,4.079928298562135,2.803425170492827,4.00496496420736,2.8010802819209992,3.965452563957727,2.864827989538707,4.000903498062868,2.9309205857282423,0.9615381995362574,3.598797686710807,4.094264324022914,0.21161271883951563,3.6982407231127103,3.463140665890219,1.938991063644146,0.6307709249362619
01jc020b_1.8244_016o0313_-1.8244.wav,7.439962565198513,6.907847335231457,3.494438802773148,3.6996836534212254,3.4414135076895263,3.614684203816944,3.4417193948730413,3.5724493850864185,3.515484021129802,3.615214015960176,3.5889427602030484,3.7002134655644574,3.5886368730195337,3.742448284294984,3.514872246762773,1.6584982831975776,4.218485679063241,5.1302724078390884,2.7844372150507852,0.791849985199053,1.9384668505168472,2.9335602931544806,0.4116702052614183
40ic020x_1.3084_20oo0106_-1.3084.wav,9.51539287400734,8.639114792831698,3.075826143682973,4.955103740569236,4.128744783322756,4.884858670470812,4.102464940726817,4.826977124126059,4.150159034624702,4.839340647879732,4.224132971118526,4.909585717978158,4.2504128137144646,4.967467264322909,4.2027187198165805,1.642304665066508,4.300093808198221,7.615988869155819,2.7811835529830606,2.8753030814866984,4.332583127982277,0.1722304186789427,0.3677157066250503
20na010y_0.39839_029a010l_-0.39839.wav,6.210099301428349,6.59174778496406,3.3777579829662967,3.0844772917795242,3.4073395735972665,3.016917083297985,3.4501836890617152,3.020241071452101,3.5301146036239253,3.0911252680877577,3.5672014027216865,3.158685476569296,3.5243572872572377,3.1553614884151795,3.444426372695028,1.7045088122699807,5.711898308511108,1.19527973682875,0.6154598192586076,4.227779171410429,1.1323925959908023,0.6691470033355282,0.6666419963089341
01ao0312_1.6447_20ao0102_-1.6447.wav,9.399923723583859,7.164915080009103,3.90762332066601,4.5829658833364055,3.4193566026941777,4.577720314204339,3.499184442477556,4.644230466819947,3.543641158494921,4.715986188567618,3.5082700347289086,4.721231757699685,3.4284421949455317,4.654721605084078,3.3839854789281656,1.7100106482004451,7.660225385072154,5.6995552358573,1.4157817019632601,0.9493512912574877,5.075991653668558,3.7941785125539673,0.4901418842200261
204o0109_0.45414_01ra0111_-0.45414.wav,6.937663552171934,8.594736864069716,3.8065742370919806,3.319076255163377,4.4337821659550265,3.354996587659888,4.4996208302286895,3.42997470972037,4.501432241911159,3.4690324992843418,4.4374049893199645,3.433112166787831,4.3715663250463015,3.3581340447273487,4.369754913363833,1.3725562791546029,2.7831551146728644,5.1067601109204634,2.85810781734813,6.552566298790901,8.479957744027958,3.181526660655196,0.5153690363066632
20bo0106_0.84018_01wo030z_-0.84018.wav,9.786653250606776,8.391109870317681,3.1405308494025173,4.677794182803368,4.457952977776391,4.752714015368247,4.461419775787566,4.793176266798153,4.3982706965446905,4.758718685663181,4.331654819290641,4.683798853098302,4.328188021279465,4.643336601668395,4.391337100522341,1.0609232156710109,1.988271706945508,2.749412301077815,2.0072837497970983,7.635457279947293,3.253446528510924,0.5531139199288676,0.32611557362101845
01lo030u_2.1317_209a010u_-2.1317.wav,6.779908191615419,8.739934266595974,3.1952223355489404,3.1744381696437918,4.3821096243593445,3.176586307174232,4.457078854748554,3.2425856339586745,4.492703128270975,3.3064368232126786,4.4533581714041865,3.304288685682239,4.378388941014977,3.2382893588977963,4.342764667492556,1.7225332317295805,2.4294142538452963,5.435997430681416,1.8777179991644135,5.725467485595965,0.9648094273003043,2.564755310069699,0.6379108402198815
01ko030v_2.0083_019a0105_-2.0083.wav,7.907845731567306,6.66146547954621,3.282875531648036,3.9598636617999214,3.3746512534258204,3.926049520201712,3.3077064714934235,3.8511665675983413,3.3035179861584405,3.8100977565931817,3.3662742827558536,3.8439118981913927,3.4332190646882497,3.9187948507947623,3.437407550023233,0.9524907746969034,6.816840081771132,1.814158498586345,0.8523505626073965,5.006626093973917,2.2604652311903384,0.7807349573965063,0.5787656931095284
01da010w_2.4789_20ja010v_-2.4789.wav,6.532407872648983,8.986048069995633,3.40226903971749,3.2277145598660075,4.2881493445051815,3.1628320253086697,4.325769242291007,3.1629705452003,4.400769114372496,3.2279915996492674,4.43814908866816,3.292874134206605,4.4005291908823345,3.292735614314976,4.325529318800845,1.3382476681356406,2.2786054748599183,6.150350312627019,2.942146462639391,1.111772411374068,0.3365494825331613,0.7747936159168957,0.4171383056956328
20rc0108_1.7956_027o030p_-1.7956.wav,8.714821652820243,6.17020184750783,3.863003421441341,4.253721407053456,3.3095819861870837,4.321274397232637,3.257991352174198,4.310372092669722,3.1736934295709838,4.231916797927625,3.1409861409806554,4.164363807748447,3.1925767749935416,4.175266112311362,3.2768746975967566,1.2227219363051207,8.636960142332136,2.341948543247342,3.1661573051591563,4.5817497397046605,4.668887838519743,1.6288122381769392,0.2807607960333078
40hc020g_1.9303_40oa010i_-1.9303.wav,5.5786542207229735,6.83742235876691,3.859138047651172,2.9782892347491763,3.4782824030341697,3.0522469885305004,3.4477823922862862,3.0628120812977966,3.3684830933308825,2.9994194202837687,3.3196838051233635,2.9254616665024447,3.350183815871247,2.9148965737351484,3.4294831148266502,1.3833892133839971,3.1562287244723986,4.91447833999241,1.774526659130509,0.486425855481988,3.2182186173731315,0.5113690350086268,0.8831036787374879
20ga010c_2.333_40oo030b_-2.333.wav,5.1484508893660585,5.922786443786787,3.9699494468490855,2.4484572383052807,2.9104895357635714,2.4093277709525824,2.980266930274216,2.450192033532341,3.0490427402935287,2.5301857634647966,3.0480411558021965,2.569315230817495,2.9782637612915517,2.528450968237737,2.90948795127224,1.5565708366993567,1.2193892436960578,2.168646258214045,3.7651139987739177,1.6161172556307721,4.139242852892338,3.947363846475742,0.5725004186042809
029c020t_0.79885_01bo0312_-0.79885.wav,6.25799921935424,7.430219116633703,3.506724304599701,3.0639889031681293,3.6194740881347567,3.0446578141513587,3.6919400042431296,3.097749593901337,3.7449141764686575,3.1701724626680847,3.725422432585812,3.1895035516848553,3.65295651647744,3.1364117719348776,3.599982344251912,1.090104480812125,4.1221272208010316,7.21149442508027,3.1535442617864664,4.7596392127733935,7.114968978961283,2.5082105456760484,0.5037596730134832
20mc010h_2.2427_20ho0102_-2.2427.wav,9.760531319531466,8.55423229919883,3.0855447143561583,5.1002619526427155,4.123241118536005,5.0359497010954986,4.084654407080799,4.9703765029531795,4.121057094967664,4.969115556358081,4.196046494309733,5.0334278079053005,4.234633205764939,5.099001006047619,4.198230517878073,0.9069387735248726,6.444161537581812,8.195865889163986,2.8918815912943217,8.40815879721119,2.476286043210376,0.44474979520824054,0.5804714458576491
20qa0112_1.9703_013c020h_-1.9703.wav,8.90545389709163,7.529142258230671,3.8547486534838,4.222722078763246,3.806952717385904,4.297565288317133,3.802105658104981,4.330789216623152,3.7348660076900906,4.289169935375279,3.6724734165561226,4.21432672582139,3.677320475837045,4.181102797515374,3.7445601262519346,1.708670503188035,4.5828140183495965,1.7234748604742498,3.7575226151568146,1.371450039161715,5.236019957902237,0.6934377220712452,0.6321338921403719
